dataset,metric,grpo_mean,baseline_mean,diff_grpo_minus_baseline,n_grpo,n_baseline,n_grpo_nonnull,n_baseline_nonnull
wine_quality_white,retrieval_rrf_score,0.015302,0.015447,-0.000145,32,4,32,4
wine_quality_white,retrieval_best_intent_rank,5.535302,4.883333,0.651969,32,4,32,4
wine_quality_white,category_entropy,2.63744,2.883287,-0.245847,32,4,32,4
wine_quality_white,distinct_category_count,7.375,8.75,-1.375,32,4,32,4
wine_quality_white,evidence_depth_full_text_frac,1.0,1.0,0.0,32,4,32,4
wine_quality_white,n_observations,4898.0,4898.0,0.0,32,4,12,2
wine_quality_white,cv_metric,0.077985,0.0,0.077985,32,4,9,2
wine_quality_white,bootstrap_sign_stability,0.233278,0.0,0.233278,32,4,9,2
wine_quality_white,paper_diagnostic_coverage,1.0,1.0,0.0,32,4,4,1
wine_quality_white,condition_number,,,,32,4,0,0
wine_quality_white,rubric_score,0.094891,0.202292,-0.107401,32,4,26,2
wine_quality_white,implementation_coverage_score,0.546193,0.9,-0.353807,32,4,26,2
wine_quality_white,assumption_check_recall,0.198718,0.333334,-0.134616,32,4,26,2
wine_quality_white,output_contract_recall,0.038462,0.0,0.038462,32,4,26,2
wine_quality_white,validation_coverage_score,0.714,0.841666,-0.127666,32,4,25,2
wine_quality_white,emittable,0.03125,0.0,0.03125,32,4,32,4
wine_quality_white,emitted,0.0,0.0,0.0,32,4,32,4
wine_quality_white,gate_score_hypothesis,1.0,1.0,0.0,32,4,25,2
wine_quality_white,gate_score_estimand,1.0,1.0,0.0,32,4,25,2
wine_quality_white,gate_score_data_applicability,0.48,1.0,-0.52,32,4,25,2
wine_quality_white,gate_score_multiplicity,1.0,1.0,0.0,32,4,25,2
wine_quality_white,gate_score_execution,0.76,1.0,-0.24,32,4,25,2
wine_quality_white,gate_score_paper_fidelity,0.26,0.75,-0.49,32,4,25,2
wine_quality_white,gate_score_assumption_admissibility,0.04,0.0,0.04,32,4,25,2
wine_quality_white,gate_score_robustness,0.6,0.666667,-0.066667,32,4,25,2
wine_quality_white,gate_score_data_method_structural_fit,1.0,1.0,0.0,32,4,25,2
wine_quality_white,gate_score_internal_coherence,1.0,1.0,0.0,32,4,25,2
wine_quality_white,n_assumptions_declared,2.346154,3.0,-0.653846,32,4,26,2
wine_quality_white,assumption_all_held_frac,0.115385,0.0,0.115385,32,4,26,2
wine_quality_white,assumption_zero_held_frac,0.692308,0.5,0.192308,32,4,26,2
wine_quality_white,n_output_contract_items_declared,4.230769,4.0,0.230769,32,4,26,2
wine_quality_white,output_contract_all_held_frac,0.038462,0.0,0.038462,32,4,26,2
wine_quality_white,output_contract_zero_held_frac,0.961538,1.0,-0.038462,32,4,26,2
